source_row_number,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,transaction_month,weekday_name,day_type,province,duplicate_transaction_id_flag,missing_date_flag,item_imputed_flag,quantity_repaired_flag,price_per_unit_repaired_flag,total_spent_repaired_flag,unknown_payment_flag,unknown_location_flag,unknown_province_flag,revenue_mismatch_flag,item_price_mismatch_flag
9518,TXN_2742878,Donut,2,2.0,4.0,Credit Card,In-store,2023-11-02,2023-11,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9519,TXN_5440541,Coffee,5,3.5,17.5,Cash,Takeaway,2023-11-27,2023-11,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9520,TXN_6429824,Refresher,3,5.0,15.0,Unknown Payment,In-store,2023-12-27,2023-12,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
9521,TXN_1275557,Salad,4,9.0,36.0,Credit Card,In-store,2023-05-24,2023-05,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9522,TXN_6603310,Cookie,2,2.5,5.0,Cash,In-store,2023-08-27,2023-08,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9523,TXN_5122840,Coffee,3,3.5,10.5,Credit Card,In-store,2023-03-22,2023-03,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9524,TXN_7507403,Coffee,1,3.5,3.5,Unknown Payment,In-store,2023-03-21,2023-03,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
9525,TXN_9438507,Donut,1,2.0,2.0,Cash,Takeaway,2023-09-17,2023-09,Sunday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9526,TXN_8214011,Tea,4,3.0,12.0,Cash,In-store,2023-10-18,2023-10,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9527,TXN_4528761,Donut,1,2.0,2.0,Credit Card,Unknown Location,2023-11-21,2023-11,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,True,False,False,False
9528,TXN_8799771,Sandwich,2,8.0,16.0,Digital Wallet,Takeaway,2023-05-22,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9529,TXN_6844154,Juice,2,4.5,9.0,Credit Card,Takeaway,2023-08-14,2023-08,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9530,TXN_5927558,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-02-22,2023-02,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9531,TXN_4721763,Donut,1,2.0,2.0,Cash,In-store,2023-12-04,2023-12,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9532,TXN_8357215,Cookie,1,2.5,2.5,Cash,In-store,2023-11-27,2023-11,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9533,TXN_5206828,Tea,3,3.0,9.0,Cash,Takeaway,2023-01-12,2023-01,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9534,TXN_2593146,Salad,1,9.0,9.0,Digital Wallet,Takeaway,2023-03-28,2023-03,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9535,TXN_7706678,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-07-05,2023-07,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9536,TXN_2593049,Sandwich,2,8.0,16.0,Credit Card,Takeaway,2023-12-23,2023-12,Saturday,Weekend,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9537,TXN_5969391,Refresher,1,5.0,5.0,Credit Card,In-store,2023-07-19,2023-07,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9538,TXN_2980977,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-10-31,2023-10,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9539,TXN_7231196,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-11-18,2023-11,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9540,TXN_6971008,Coffee,1,3.5,3.5,Cash,In-store,2023-04-04,2023-04,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9541,TXN_5814215,Sandwich,2,8.0,16.0,Digital Wallet,Takeaway,2023-03-24,2023-03,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9542,TXN_1700057,Sandwich,4,8.0,32.0,Cash,In-store,2023-05-11,2023-05,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9543,TXN_1954517,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-03-03,2023-03,Friday,Weekday,Newfoundland and Labrador,True,False,False,False,False,False,False,False,False,False,False
9544,TXN_1954517,Cookie,4,2.5,10.0,Digital Wallet,In-store,2023-05-16,2023-05,Tuesday,Weekday,British Columbia,True,False,False,False,False,False,False,False,False,False,False
9545,TXN_4443657,Cookie,2,2.5,5.0,Credit Card,Takeaway,2023-01-17,2023-01,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9546,TXN_3959852,Juice,2,4.5,9.0,Cash,In-store,2023-10-26,2023-10,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9547,TXN_4556679,Sandwich,3,8.0,24.0,Digital Wallet,Takeaway,2023-06-27,2023-06,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9548,TXN_5260691,Sandwich,2,8.0,16.0,Cash,In-store,2023-06-22,2023-06,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9549,TXN_1243648,Juice,1,4.5,4.5,Digital Wallet,Takeaway,2023-10-19,2023-10,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9550,TXN_3276276,Tea,1,3.0,3.0,Credit Card,In-store,2023-09-05,2023-09,Tuesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9551,TXN_6300331,Sandwich,3,8.0,24.0,Digital Wallet,Unknown Location,2023-12-27,2023-12,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,True,False,False,False
9552,TXN_1774430,Donut,1,2.0,2.0,Digital Wallet,In-store,2023-01-24,2023-01,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9553,TXN_1173437,Tea,2,3.0,6.0,Credit Card,Takeaway,2023-10-13,2023-10,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9554,TXN_9703893,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-12-07,2023-12,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9555,TXN_3065995,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-12-18,2023-12,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9556,TXN_5117148,Donut,3,2.0,6.0,Credit Card,In-store,2023-06-02,2023-06,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9557,TXN_9073741,Donut,3,2.0,6.0,Credit Card,In-store,2023-05-26,2023-05,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9558,TXN_8369815,Salad,2,9.0,18.0,Credit Card,Takeaway,2023-05-04,2023-05,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9559,TXN_3849675,Tea,1,3.0,3.0,Credit Card,In-store,2023-12-08,2023-12,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9560,TXN_6512962,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-06-15,2023-06,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9561,TXN_8292716,Donut,2,2.0,4.0,Digital Wallet,In-store,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
9562,TXN_6371785,Coffee,3,3.5,10.5,Credit Card,In-store,2023-03-13,2023-03,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9563,TXN_3495783,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-10-02,2023-10,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9564,TXN_9855081,Coffee,5,3.5,17.5,Credit Card,Takeaway,2023-09-16,2023-09,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9565,TXN_6762301,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-11-03,2023-11,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9566,TXN_5795837,Coffee,5,3.5,17.5,Cash,In-store,2023-01-18,2023-01,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9567,TXN_6537285,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-01-06,2023-01,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9568,TXN_7750621,Cookie,3,2.5,7.5,Digital Wallet,In-store,2023-03-06,2023-03,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9569,TXN_6161352,Coffee,1,3.5,3.5,Unknown Payment,In-store,2023-09-27,2023-09,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
9570,TXN_8789856,Coffee,2,3.5,7.0,Credit Card,In-store,2023-11-29,2023-11,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9571,TXN_4573654,Refresher,3,5.0,15.0,Credit Card,In-store,2023-01-06,2023-01,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9572,TXN_4320053,Donut,3,2.0,6.0,Credit Card,In-store,2023-11-09,2023-11,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9573,TXN_7164082,Coffee,1,3.5,3.5,Unknown Payment,In-store,2023-11-30,2023-11,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,True,False,False,False,False
9574,TXN_7781294,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-05-25,2023-05,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9575,TXN_2636939,Sandwich,2,8.0,16.0,Credit Card,Takeaway,2023-10-13,2023-10,Friday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9576,TXN_9242338,Donut,4,2.0,8.0,Digital Wallet,In-store,2023-01-23,2023-01,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9577,TXN_7003629,Coffee,2,3.5,7.0,Credit Card,In-store,2023-05-28,2023-05,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9578,TXN_8271062,Coffee,1,3.5,3.5,Cash,Takeaway,2023-03-22,2023-03,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9579,TXN_5539253,Juice,4,4.5,18.0,Credit Card,In-store,2023-04-25,2023-04,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9580,TXN_1073825,Sandwich,2,8.0,16.0,Credit Card,Takeaway,2023-07-04,2023-07,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9581,TXN_9387546,Donut,1,2.0,2.0,Unknown Payment,In-store,2023-10-31,2023-10,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,True,False,False,False,False
9582,TXN_7923922,Coffee,1,3.5,3.5,Credit Card,In-store,2023-11-03,2023-11,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9583,TXN_6265617,Coffee,2,3.5,7.0,Digital Wallet,In-store,2023-06-03,2023-06,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9584,TXN_3594416,Donut,1,2.0,2.0,Credit Card,In-store,2023-06-09,2023-06,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9585,TXN_9131810,Juice,1,4.5,4.5,Credit Card,In-store,2023-10-28,2023-10,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9586,TXN_3208624,Coffee,2,3.5,7.0,Cash,In-store,2023-09-26,2023-09,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9587,TXN_4896163,Refresher,1,5.0,5.0,Digital Wallet,In-store,2023-07-28,2023-07,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9588,TXN_8459952,Tea,1,3.0,3.0,Unknown Payment,Takeaway,2023-08-27,2023-08,Sunday,Weekend,British Columbia,False,False,False,False,False,False,True,False,False,False,False
9589,TXN_1652976,Tea,2,3.0,6.0,Digital Wallet,Takeaway,2023-03-30,2023-03,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9590,TXN_8707547,Coffee,2,3.5,7.0,Digital Wallet,In-store,2023-01-31,2023-01,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9591,TXN_3262755,Donut,1,2.0,2.0,Digital Wallet,In-store,2023-12-15,2023-12,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9592,TXN_5337658,Donut,1,2.0,2.0,Credit Card,In-store,2023-09-12,2023-09,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9593,TXN_2268263,Sandwich,2,8.0,16.0,Digital Wallet,Takeaway,2023-12-05,2023-12,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9594,TXN_5141745,Donut,1,2.0,2.0,Digital Wallet,Unknown Location,2023-12-27,2023-12,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,True,False,False,False
9595,TXN_8840204,Tea,2,3.0,6.0,Digital Wallet,Takeaway,2023-10-21,2023-10,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9596,TXN_1270787,Cookie,4,2.5,10.0,Credit Card,In-store,2023-03-29,2023-03,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9597,TXN_2783453,Coffee,2,3.5,7.0,Unknown Payment,In-store,2023-09-24,2023-09,Sunday,Weekend,Manitoba,False,False,False,False,False,False,True,False,False,False,False
9598,TXN_4669576,Donut,1,2.0,2.0,Digital Wallet,Takeaway,2023-03-02,2023-03,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9599,TXN_1098588,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-05-17,2023-05,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9600,TXN_1093725,Tea,1,3.0,3.0,Credit Card,In-store,2023-11-16,2023-11,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9601,TXN_6726485,Cookie,1,2.5,2.5,Credit Card,In-store,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
9602,TXN_6770147,Coffee,1,3.5,3.5,Credit Card,In-store,2023-10-19,2023-10,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9603,TXN_4963316,Juice,1,4.5,4.5,Credit Card,In-store,2023-12-02,2023-12,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9604,TXN_7074808,Juice,4,4.5,18.0,Cash,In-store,2023-04-14,2023-04,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9605,TXN_6727800,Donut,3,2.0,6.0,Credit Card,Takeaway,2023-08-31,2023-08,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9606,TXN_9729117,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-12-13,2023-12,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9607,TXN_8867236,Juice,1,4.5,4.5,Credit Card,In-store,2023-06-22,2023-06,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9608,TXN_1266255,Refresher,3,5.0,15.0,Digital Wallet,Takeaway,2023-06-09,2023-06,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9609,TXN_8679474,Coffee,1,3.5,3.5,Credit Card,Unknown Location,2023-02-14,2023-02,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
9610,TXN_8043304,Juice,1,4.5,4.5,Credit Card,Unknown Location,2023-09-04,2023-09,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
9611,TXN_5158410,Refresher,1,5.0,5.0,Credit Card,In-store,2023-07-05,2023-07,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9612,TXN_9319790,Tea,2,3.0,6.0,Digital Wallet,Takeaway,2023-02-24,2023-02,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9613,TXN_3994588,Salad,1,9.0,9.0,Digital Wallet,In-store,2023-10-29,2023-10,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9614,TXN_4768986,Sandwich,1,8.0,8.0,Cash,In-store,2023-08-03,2023-08,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9615,TXN_2776709,Sandwich,1,8.0,8.0,Cash,In-store,2023-05-24,2023-05,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9616,TXN_3152805,Tea,3,3.0,9.0,Credit Card,In-store,2023-09-20,2023-09,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9617,TXN_4823294,Coffee,1,3.5,3.5,Credit Card,In-store,2023-11-30,2023-11,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9618,TXN_7710801,Sandwich,1,8.0,8.0,Cash,In-store,2023-01-27,2023-01,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9619,TXN_6745943,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-04-04,2023-04,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9620,TXN_9190520,Cookie,1,2.5,2.5,Credit Card,Takeaway,2023-08-03,2023-08,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9621,TXN_9091654,Salad,2,9.0,18.0,Cash,In-store,2023-05-11,2023-05,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9622,TXN_8794144,Coffee,1,3.5,3.5,Credit Card,Unknown Location,2023-01-09,2023-01,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
9623,TXN_6120139,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-11-28,2023-11,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9624,TXN_7899408,Donut,2,2.0,4.0,Digital Wallet,Unknown Location,2023-12-16,2023-12,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,True,False,False,False
9625,TXN_9632163,Coffee,3,3.5,10.5,Digital Wallet,Unknown Location,2023-12-24,2023-12,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,True,False,False,False
9626,TXN_6538145,Salad,1,9.0,9.0,Unknown Payment,In-store,2023-10-05,2023-10,Thursday,Weekday,Manitoba,False,False,False,False,False,False,True,False,False,False,False
9627,TXN_7460600,Tea,2,3.0,6.0,Credit Card,In-store,2023-09-27,2023-09,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9628,TXN_7044852,Cookie,4,2.5,10.0,Digital Wallet,In-store,2023-06-03,2023-06,Saturday,Weekend,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9629,TXN_7781489,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-01-11,2023-01,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9630,TXN_3143758,Coffee,5,3.5,17.5,Digital Wallet,Takeaway,2023-11-13,2023-11,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9631,TXN_3029768,Coffee,4,3.5,14.0,Unknown Payment,Unknown Location,2023-10-06,2023-10,Friday,Weekday,British Columbia,False,False,False,False,False,False,True,True,False,False,False
9632,TXN_6857167,Coffee,2,3.5,7.0,Cash,In-store,2023-04-19,2023-04,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9633,TXN_3799318,Donut,1,2.0,2.0,Cash,In-store,2023-04-23,2023-04,Sunday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9634,TXN_2111686,Sandwich,3,8.0,24.0,Credit Card,In-store,2023-05-29,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9635,TXN_6197119,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-03-27,2023-03,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9636,TXN_4878107,Coffee,2,3.5,7.0,Unknown Payment,In-store,2023-01-20,2023-01,Friday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
9637,TXN_3184286,Donut,2,2.0,4.0,Unknown Payment,In-store,2023-09-27,2023-09,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
9638,TXN_3881598,Salad,2,9.0,18.0,Credit Card,In-store,2023-05-22,2023-05,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9639,TXN_2634249,Sandwich,2,8.0,16.0,Cash,In-store,2023-10-24,2023-10,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9640,TXN_1329961,Coffee,1,3.5,3.5,Credit Card,Unknown Location,2023-09-23,2023-09,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,True,False,False,False
9641,TXN_7009014,Juice,1,4.5,4.5,Cash,Takeaway,2023-09-07,2023-09,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9642,TXN_3986036,Juice,3,4.5,13.5,Cash,In-store,2023-01-31,2023-01,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9643,TXN_1811157,Coffee,3,3.5,10.5,Credit Card,Takeaway,2023-01-09,2023-01,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9644,TXN_1049497,Cookie,2,2.5,5.0,Credit Card,Takeaway,2023-08-10,2023-08,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9645,TXN_4922301,Tea,1,3.0,3.0,Cash,In-store,2023-02-22,2023-02,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9646,TXN_6880821,Refresher,1,5.0,5.0,Credit Card,Unknown Location,2023-03-11,2023-03,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,True,False,False,False
9647,TXN_9136009,Donut,1,2.0,2.0,Credit Card,In-store,2023-04-08,2023-04,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9648,TXN_5732349,Refresher,1,5.0,5.0,Credit Card,Takeaway,2023-02-06,2023-02,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9649,TXN_8301015,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-11-12,2023-11,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9650,TXN_6592655,Tea,1,3.0,3.0,Credit Card,Takeaway,2023-02-24,2023-02,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9651,TXN_2216707,Cookie,1,2.5,2.5,Digital Wallet,In-store,2023-09-06,2023-09,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9652,TXN_1021066,Cookie,2,2.5,5.0,Digital Wallet,Takeaway,2023-04-14,2023-04,Friday,Weekday,British Columbia,False,False,False,True,False,False,False,False,False,False,False
9653,TXN_2430789,Salad,4,9.0,36.0,Credit Card,Takeaway,2023-06-10,2023-06,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9654,TXN_5231200,Salad,1,9.0,9.0,Credit Card,Takeaway,2023-05-20,2023-05,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9655,TXN_8161438,Cookie,2,2.5,5.0,Digital Wallet,In-store,2023-04-13,2023-04,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9656,TXN_1255667,Cookie,5,2.5,12.5,Credit Card,In-store,2023-06-09,2023-06,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9657,TXN_3317713,Donut,4,2.0,8.0,Digital Wallet,In-store,2023-05-12,2023-05,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9658,TXN_1738704,Sandwich,1,8.0,8.0,Digital Wallet,Takeaway,2023-07-11,2023-07,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9659,TXN_5706076,Donut,1,2.0,2.0,Credit Card,In-store,2023-06-19,2023-06,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
9660,TXN_2716355,Donut,1,2.0,2.0,Digital Wallet,Takeaway,2023-01-11,2023-01,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
9661,TXN_2365207,Tea,1,3.0,3.0,Cash,In-store,2023-02-03,2023-02,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
9662,TXN_6397962,Coffee,2,3.5,7.0,Cash,In-store,2023-04-08,2023-04,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9663,TXN_8230679,Coffee,1,3.5,3.5,Credit Card,In-store,2023-01-13,2023-01,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9664,TXN_9982923,Juice,3,4.5,13.5,Credit Card,Takeaway,2023-09-16,2023-09,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9665,TXN_7946151,Coffee,1,3.5,3.5,Credit Card,Unknown Location,2023-08-16,2023-08,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
9666,TXN_7460691,Coffee,3,3.5,10.5,Unknown Payment,In-store,2023-03-31,2023-03,Friday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
9667,TXN_2321260,Tea,1,3.0,3.0,Credit Card,In-store,2023-01-03,2023-01,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9668,TXN_2568024,Tea,2,3.0,6.0,Credit Card,Unknown Location,2023-07-07,2023-07,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
9669,TXN_2269365,Tea,2,3.0,6.0,Unknown Payment,Takeaway,2023-05-29,2023-05,Monday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
9670,TXN_6469325,Coffee,2,3.5,7.0,Credit Card,In-store,2023-01-17,2023-01,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9671,TXN_4588537,Coffee,1,3.5,3.5,Cash,In-store,2023-10-31,2023-10,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
9672,TXN_6745050,Cookie,1,2.5,2.5,Digital Wallet,In-store,2023-11-16,2023-11,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
9673,TXN_5662707,Cookie,1,2.5,2.5,Credit Card,In-store,2023-12-04,2023-12,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
